"",""SRR349743"",""SRR349744"",""SRR349745"",""SRR349746"",""SRR349747"",""SRR349748"",""SRR349749"",""SRR349750"",""SRR349751"",""SRR349752""
AKR7A2,143,1,3,3,2,17,169,7,3,3
SLC66A1,39,0,0,1,0,1,14,0,0,0
CAPZB,417,12,14,15,21,26,671,19,14,6
LOC124903868,0,0,0,0,0,0,0,0,0,0
LOC124903869,0,1,0,0,0,0,1,0,0,0
LOC105376819,0,0,0,0,0,0,0,0,0,0
LOC105376818,0,0,0,0,0,0,0,0,0,0
LOC105376817,0,0,0,0,0,0,0,0,0,0
LOC124904816,0,0,0,0,0,0,0,0,0,0
MICOS10-DT,0,0,0,0,0,0,0,0,0,0
MICOS10-NBL1,482,6,19,7,9,10,312,6,4,3
MICOS10,17,0,3,1,0,0,6,0,0,0
RPS14P3,73,2,4,4,10,7,255,4,3,2
NBL1,494,6,19,7,9,10,315,6,4,3
HTR6,0,0,0,0,0,0,0,0,0,0
TMCO4,47,0,4,0,1,4,83,0,2,1
RNF186,0,0,0,0,0,0,0,0,0,0
RNF186-AS1,0,0,0,0,0,0,0,0,0,0
LOC105376823,0,0,0,0,0,0,0,0,0,0
OTUD3,28,0,0,2,0,1,5,0,0,0
PLA2G2E,0,0,0,0,0,0,0,0,0,0
PLA2G2A,0,0,1,1,0,1,0,0,0,0
PLA2G5,1,0,0,0,0,0,0,0,0,0
PLA2G2D,0,0,0,0,0,0,0,0,0,0
PLA2G2F,0,0,0,0,0,0,0,0,0,0
LOC117779438,0,0,0,0,0,0,1,0,0,0
PLA2G2C,0,0,0,0,0,0,0,0,0,0
UBXN10,12,0,0,0,0,0,5,0,0,0
LOC105376825,0,0,0,0,0,0,0,0,0,0
LOC105376826,0,0,0,0,0,0,2,0,0,0
LINC01757,0,0,0,0,0,0,0,0,0,0
LOC105376828,0,0,0,0,0,0,0,0,0,0
VWA5B1,0,0,0,0,0,0,0,0,0,0
LOC124903870,0,0,0,0,0,0,0,0,0,0
LINC01141,1,0,0,0,0,0,0,0,0,0
LOC124903871,0,0,0,0,0,0,0,0,0,0
CAMK2N1,48,1,2,0,1,7,179,3,4,2
MUL1,103,1,2,2,2,5,129,0,2,2
FAM43B,3,0,0,1,0,0,1,0,0,0
CDA,63,0,1,1,1,5,181,5,4,2
PINK1,85,1,1,1,4,0,98,0,2,1
MIR6084,4,0,0,0,0,0,2,0,0,0
PINK1-AS,64,1,1,2,5,1,98,2,0,1
DDOST,523,18,19,18,23,16,466,11,7,3
KIF17,0,0,0,0,0,0,0,0,0,0
SH2D5,1,3,1,0,0,0,0,0,0,0
HP1BP3,582,17,28,23,21,22,406,12,6,2
EIF4G3,242,6,9,5,7,5,74,2,0,0
LOC105376830,0,0,0,0,0,0,0,0,0,0
LOC105376829,0,0,0,0,0,0,0,0,0,0
MIR1256,0,0,0,0,0,0,0,0,0,0
ECE1,206,6,1,4,7,0,24,0,0,0
LOC124903872,0,0,0,0,0,0,1,0,0,0
ECE1-AS1,0,1,0,0,0,0,0,0,0,0
LOC105376832,0,0,0,0,0,0,0,0,0,0
NBPF3,20,2,2,2,0,1,11,0,0,0
ALPL,26,0,0,0,2,0,3,0,0,0
LINC02596,0,0,0,0,0,0,0,0,0,0
RAP1GAP,11,0,0,2,1,1,20,0,0,1
USP48,63,1,1,3,5,1,21,0,1,0
LDLRAD2,164,1,6,6,9,0,9,0,0,0
HSPG2,877,14,18,25,28,2,40,2,1,0
CELA3B,0,0,0,0,0,0,0,0,0,0
CELA3A,0,0,0,0,0,0,0,0,0,0
LINC01635,0,0,0,0,0,0,0,0,0,0
LINC00339,31,1,0,0,2,1,19,0,0,0
CDC42,107,6,8,12,11,0,116,2,4,4
WNT4,16,0,2,1,0,4,72,1,3,0
LOC105376845,3,1,0,0,0,1,3,0,0,0
LOC105376850,0,0,0,0,0,0,2,0,0,0
LOC107985377,0,0,0,0,0,0,0,0,0,0
MIR4418,0,0,0,0,0,0,0,0,0,0
LOC105376856,0,0,0,0,0,0,0,0,0,0
ZBTB40,62,7,4,3,2,2,23,0,1,0
EPHA8,0,0,0,0,0,0,0,0,0,0
MIR6127,0,0,0,0,0,0,0,0,0,0
C1QA,125,3,2,5,11,2,61,1,0,0
C1QC,129,5,3,5,8,4,53,1,0,1
C1QB,182,5,5,4,10,3,68,1,1,0
EPHB2,51,0,1,3,2,0,7,0,0,0
MIR4684,0,0,0,0,0,0,0,0,0,0
MIR4253,0,0,0,0,0,0,0,0,0,0
LOC124903874,0,0,0,0,0,0,0,0,0,0
LACTBL1,0,0,0,0,0,0,0,0,0,0
TEX46,0,0,0,0,0,0,0,0,0,0
KDM1A,209,1,14,16,16,3,41,2,1,0
MIR3115,0,0,0,0,0,0,0,0,0,0
LUZP1,254,6,23,23,8,1,94,5,3,1
HTR1D,0,0,0,0,0,0,0,0,0,0
LINC01355,16,1,1,2,0,0,30,1,1,1
HNRNPR,241,4,17,23,9,7,171,5,5,2
ZNF436,88,3,3,11,5,3,96,5,3,0
ZNF436-AS1,7,0,0,0,1,0,1,0,0,0
TCEA3,2,0,0,1,0,0,1,1,0,0
LOC124903875,1,0,0,0,1,0,6,0,0,0
ASAP3,3,1,0,0,1,0,22,0,0,1
E2F2,2,0,0,0,0,0,8,0,0,0
LOC101928163,0,0,0,0,0,0,0,0,0,0
LOC124903876,0,0,0,0,0,0,0,0,0,0
LOC105376859,1,0,0,0,0,0,0,0,0,0
ID3,103,2,0,1,1,0,14,0,0,0
LOC107984928,0,0,0,0,0,0,0,0,0,0
MDS2,0,0,0,0,0,0,0,0,0,0
RPL11,953,45,33,84,30,44,1696,29,30,21
ELOA,87,2,4,8,5,1,50,3,2,1
ELOA-AS1,19,0,2,2,1,1,6,0,0,0
PITHD1,56,0,1,2,0,3,37,0,1,1
LOC105376860,0,0,0,0,0,0,0,0,0,0
LYPLA2,34,0,1,0,2,1,44,2,3,0
GALE,53,3,3,3,1,11,324,13,6,6
HMGCL,76,1,4,3,1,6,135,4,3,1
LOC105376861,0,0,0,0,0,0,0,0,0,0
FUCA1,77,4,3,1,6,3,86,2,0,0
CNR2,0,0,0,0,0,0,0,0,0,0
MIR378F,0,0,0,0,0,0,0,0,0,0
LOC124903877,8,0,3,1,0,3,22,1,0,1
PNRC2,56,2,2,1,2,0,51,0,0,0
SRSF10,209,13,17,14,7,7,164,5,3,0
LOC105378615,0,0,0,0,0,0,0,0,0,0
LOC105376863,0,0,0,0,0,0,0,0,0,0
LOC107984931,0,0,0,0,0,0,0,0,0,0
MYOM3,12,0,1,0,0,0,1,0,0,0
MYOM3-AS1,0,0,0,0,0,0,0,0,0,0
LOC124903878,0,0,0,0,0,0,0,0,0,0
LOC105376864,0,0,0,0,0,0,0,0,0,0
IL22RA1,6,1,1,1,0,1,13,0,1,0
LOC124903879,56,1,1,2,1,0,8,0,0,0
IFNLR1,37,0,2,4,4,0,20,1,0,0
LINC02800,1,0,0,0,0,0,0,0,0,0
GRHL3-AS1,1,0,0,0,0,0,1,0,0,0
GRHL3,32,1,3,4,2,10,249,8,3,0
STPG1,24,1,4,5,1,1,19,1,0,1
NIPAL3,109,3,2,10,0,1,109,2,2,2
RCAN3AS,0,0,0,0,0,0,1,0,0,0
RCAN3,155,4,6,4,6,12,220,3,9,1
NCMAP-DT,14,0,1,1,2,1,23,0,1,0
NCMAP,2,0,0,1,0,0,0,0,0,0
SRRM1,60,1,4,1,1,1,18,0,0,1
LOC124904829,0,0,0,0,0,0,0,0,0,0
CLIC4,1215,37,55,53,35,4,162,1,1,2
LOC105376876,0,0,0,0,0,0,0,0,0,0
RUNX3,16,0,1,0,4,1,8,0,0,0
MIR6731,0,0,0,0,0,0,0,0,0,0
RUNX3-AS1,1,0,0,0,0,0,1,0,0,0
MIR4425,0,0,0,0,0,0,0,0,0,0
LINC02793,0,0,0,0,0,0,0,0,0,0
LOC124903880,0,0,0,0,0,0,0,0,0,0
SYF2,21,1,5,1,1,0,10,0,1,0
LOC124903881,1,0,0,0,0,0,0,0,0,0
RSRP1,51,3,2,3,1,0,51,0,0,0
LOC105376882,0,0,0,0,0,0,0,0,0,0
RHD,1,1,0,0,0,0,1,0,0,0
TMEM50A,297,10,14,11,14,12,378,0,3,5
LOC124904823,2,0,0,0,0,0,0,0,0,0
RHCE,9,0,0,0,0,1,12,0,0,0
MACO1,117,4,2,7,1,7,448,5,8,7
LDLRAP1,90,3,1,10,6,1,38,2,1,0
MAN1C1,20,0,0,0,0,1,6,0,0,0
SELENON,98,5,7,5,6,3,32,2,0,2
MTFR1L,69,0,1,4,1,3,54,2,1,1
LOC646471,10,0,0,0,0,0,5,0,1,0
AUNIP,19,1,0,4,1,0,12,1,0,1
PAQR7,203,1,2,15,2,2,121,5,2,1
STMN1,414,14,24,34,17,5,103,3,5,1
MIR3917,0,0,0,1,0,0,0,0,0,0
LOC105376885,0,0,0,0,0,0,0,0,0,0
PAFAH2,40,2,1,1,2,1,80,2,2,0
LOC124900433,0,0,0,0,0,0,0,0,0,0
EXTL1,1,0,0,0,1,0,0,0,0,0
SLC30A2,0,0,0,0,0,0,1,0,0,0
LOC105376910,0,0,0,0,0,0,0,0,0,0
TRIM63,0,0,0,0,0,0,0,0,0,0
PDIK1L,43,1,5,3,2,1,57,1,0,0
FAM110D,3,0,1,0,0,0,3,0,0,0
C1orf232,0,0,0,0,0,0,0,0,0,0
ZNF593OS,24,1,0,0,0,0,9,0,0,0
ZNF593,45,2,0,0,0,0,16,0,0,0
CNKSR1,30,1,0,0,0,2,27,0,0,0
CATSPER4,0,0,0,0,0,0,0,0,0,0
LOC124903882,0,0,0,0,0,0,0,0,0,0
ZPLD2P,0,0,0,0,0,0,1,0,0,0
CEP85,46,0,0,2,3,1,27,1,0,0
SH3BGRL3,846,13,21,22,21,36,1340,28,33,16
UBXN11,7,1,0,0,1,1,8,0,0,0
CD52,36,0,0,0,4,2,57,0,0,0
CRYBG2,67,3,3,15,1,33,710,8,11,8
ZNF683,0,0,0,0,0,0,1,0,0,0
LIN28A,0,0,0,0,0,0,0,0,0,0
LOC124903883,0,0,0,0,0,0,0,0,0,0
DHDDS,87,3,5,9,3,7,147,2,2,3
DHDDS-AS1,0,0,0,0,0,0,0,0,0,0
HMGN2,62,3,8,3,5,2,31,2,2,1
LOC124903884,2,0,0,0,0,0,0,0,0,0
RPS6KA1,16,1,0,2,0,0,3,0,0,0
MIR1976,0,0,0,0,0,0,0,0,0,0
LOC124904769,0,0,0,0,0,0,0,0,0,0
LOC124904813,0,0,0,0,0,0,0,0,0,0
LOC105376888,0,0,0,0,0,0,0,0,0,0
LOC124900417,15,0,0,0,0,1,0,0,0,0
LOC101928728,8,0,0,0,0,0,0,0,0,0
ARID1A,195,5,7,9,9,1,30,0,0,2
PIGV,53,0,1,5,0,0,56,0,1,2
ZDHHC18,92,2,8,13,4,4,140,4,0,2
SFN,2178,33,40,112,51,214,3968,90,89,31
GPN2,64,1,3,6,0,1,41,2,0,1
GPN2-AS1,1,0,0,0,0,0,0,0,0,0
GPATCH3,4,1,1,0,1,0,3,0,0,0
NUDC,44,2,1,0,2,0,13,0,2,0
NR0B2,2,0,0,0,0,1,0,0,0,0
KDF1,43,1,1,5,2,5,98,1,1,1
OSTCP2,8,0,1,0,0,0,16,0,0,0
TRNP1,63,0,1,8,0,55,1250,25,28,11
TENT5B,25,0,0,0,0,3,80,3,1,1
LOC101928391,1,0,0,0,0,0,1,0,0,0
SLC9A1,86,2,0,3,1,3,58,1,0,1
LOC102723760,0,0,0,0,0,0,0,0,0,0
WDTC1-DT,0,0,0,0,0,0,0,0,0,0
WDTC1,79,1,3,6,6,6,84,3,1,1
TMEM222,76,1,0,2,2,2,69,4,1,1
ACTG1P20,80,12,10,9,19,3,108,2,7,9
SYTL1,51,1,1,6,2,7,74,1,2,1
MAP3K6,74,1,3,4,3,1,91,1,2,3
FCN3,1,1,0,0,0,0,0,0,0,0
CD164L2,0,0,0,0,0,3,11,0,0,0
GPR3,6,0,1,0,1,0,0,0,0,0
WASF2,262,11,9,21,11,15,578,11,14,2
LOC105376892,0,0,0,0,0,0,0,0,0,0
AHDC1,41,2,2,2,2,2,31,0,0,0
FGR,15,2,1,0,1,0,16,0,0,0
LINC02574,0,0,0,0,0,0,0,0,0,0
IFI6,152,13,5,8,41,1,19,0,0,0
FAM76A,52,2,3,8,3,1,63,0,0,2
STX12,101,3,7,5,6,10,272,6,10,2
LOC124903885,0,0,1,0,0,0,3,0,0,0
PPP1R8,56,3,4,6,3,1,35,0,1,1
SCARNA1,152,30,14,30,28,3,264,12,11,11
THEMIS2,35,3,1,1,5,3,21,1,0,1
RPA2,144,5,1,7,5,5,81,1,0,1
SMPDL3B,36,1,0,0,0,0,1,0,0,0
XKR8,17,0,0,0,1,0,28,1,1,0
EYA3,168,8,4,25,5,9,180,2,6,7
PTAFR,83,1,3,10,5,3,92,0,2,4
DNAJC8,111,1,6,6,3,3,73,1,0,0
ATP5IF1,24,0,1,7,1,2,17,3,0,0
SESN2,22,1,1,0,1,7,218,1,8,3
MED18,27,0,0,1,1,1,38,1,1,0
PHACTR4,94,3,4,9,0,16,791,3,10,15
SNHG3,37,3,7,3,1,3,30,0,1,2
RCC1,33,2,5,5,1,3,15,0,1,0
SNORA73A,5588,510,574,723,295,983,21459,1025,602,413
SNORA73B,5087,533,617,794,350,807,22267,1011,558,458
LOC124904836,0,0,0,0,0,0,0,0,0,0
TRNAU1AP,34,1,0,3,0,3,47,3,1,1
SNHG12,84,13,1,5,39,1,79,4,8,11
SNORD99,8,0,0,0,1,0,3,0,0,0
SNORA61,38,7,1,2,20,1,26,4,6,8
SNORA44,38,6,0,0,19,0,26,0,2,3
SNORA16A,26,15,1,7,46,3,72,5,9,9
RAB42,14,0,0,1,2,0,1,0,0,0
TAF12,59,4,5,7,1,3,85,1,0,0
TAF12-DT,221,173,10,23,155,4,199,4,26,66
RNU11,212,173,9,22,155,4,190,4,26,66
GMEB1,27,2,1,2,2,0,17,0,0,1
LOC124904809,0,0,0,0,0,0,0,0,0,0
YTHDF2,64,7,10,1,3,1,28,0,1,0
OPRD1,2,0,0,0,0,0,0,0,0,0
EPB41,88,6,4,8,5,8,107,3,7,1
LOC124903886,0,0,0,0,0,0,0,0,0,0
TMEM200B,29,1,1,4,4,1,24,0,1,0
SRSF4,48,4,3,2,0,0,27,0,1,0
MECR,32,0,2,3,1,2,23,0,2,0
LOC124903887,1,0,0,0,0,0,0,0,0,0
PTPRU,33,0,1,5,0,0,8,0,0,0
LINC01756,0,0,0,0,0,0,0,0,0,0
LOC107984933,0,0,0,0,0,0,0,0,0,0
LOC107984934,0,0,0,0,0,0,0,0,0,0
LINC01648,0,0,0,0,0,0,0,0,0,0
LOC105378617,0,0,0,0,0,0,0,0,0,0
LOC105378618,0,0,0,0,0,0,0,0,0,0
LOC124903888,0,0,0,0,0,0,0,0,0,0
MATN1,3,0,0,0,0,1,1,0,0,0
MATN1-AS1,8,0,0,0,0,1,2,0,0,0
LAPTM5,349,3,13,6,40,1,149,1,2,0
MIR4420,0,0,0,0,0,0,0,0,0,0
LOC105378620,1,0,0,1,0,0,0,0,0,0
LOC105378621,0,0,0,0,0,0,0,0,0,0
LINC01778,1,0,0,0,0,0,0,0,0,0
LOC400748,0,0,0,0,0,0,0,0,0,0
SDC3,93,0,2,4,3,0,1,1,0,0
PUM1,122,2,6,8,7,2,48,2,1,0
SNORD103A,1,0,0,0,0,0,1,0,0,0
SNORD103B,2,0,0,0,1,0,0,0,0,0
SNORD103C,7,1,0,2,0,0,2,1,0,0
LOC124904579,0,0,0,0,0,0,0,0,0,0
LOC107984935,1,0,0,0,0,0,0,0,0,0
NKAIN1,0,0,0,0,0,0,0,0,0,0
SNRNP40,80,3,10,6,3,1,31,0,0,0
ZCCHC17,121,2,1,7,3,3,60,2,0,0
FABP3,32,0,2,0,2,0,0,0,0,0
LOC124903892,0,0,0,0,0,0,0,0,0,0
LOC105378623,0,0,0,0,0,0,0,0,0,0
SERINC2,398,3,5,15,4,25,747,6,7,9
LOC124903900,36,1,0,3,1,1,66,1,0,0
LOC105378625,1,0,0,0,0,0,1,0,0,0
LOC105379772,1,0,0,0,0,0,1,0,0,0
LDC1P,0,0,0,0,0,0,2,0,0,0
LINC01226,0,0,0,0,0,0,0,0,0,0
LOC124903917,0,0,0,0,0,0,0,0,0,0
LOC105378626,2,0,0,0,0,0,1,0,0,0
TINAGL1,264,1,0,9,3,0,38,0,1,0
HCRTR1,30,1,2,1,0,1,28,1,0,0
PEF1,149,6,5,8,3,6,172,5,3,2
PEF1-AS1,2,0,0,0,0,0,0,0,0,0
COL16A1,134,1,2,2,2,1,11,0,0,0
LOC101929444,5,0,1,0,0,0,0,0,0,0
ADGRB2,9,0,0,0,0,0,1,0,0,0
MIR4254,0,0,0,0,0,0,0,0,0,0
LOC124903930,0,0,0,0,0,0,0,0,0,0
SPOCD1,13,0,1,1,0,0,0,0,0,0
PTP4A2,126,3,6,8,3,3,49,0,4,1
LOC128031832,4,0,0,0,0,0,4,0,0,0
KHDRBS1,270,12,15,15,15,6,212,3,2,3
TMEM39B,31,0,0,2,0,1,5,0,0,1
MIR5585,0,0,0,0,0,0,0,0,0,0
KPNA6,289,7,13,16,11,8,135,1,1,5
TXLNA,184,7,10,17,15,4,108,3,3,1
CCDC28B,108,4,3,11,11,0,61,1,1,0
IQCC,3,0,0,0,0,0,0,0,0,0
DCDC2B,4,0,0,0,0,0,1,0,0,0
TMEM234,22,1,0,4,1,0,20,0,0,0
EIF3I,169,6,12,18,15,14,309,12,5,1
MTMR9LP,1,0,0,0,0,0,2,0,0,0
FAM167B,1,0,0,0,0,0,0,0,0,0
LCK,0,0,0,1,0,1,21,1,0,0
HDAC1,152,7,8,15,7,6,96,5,4,2
MARCKSL1,173,3,0,4,1,3,6,0,0,0
LOC124903949,0,0,0,0,0,0,0,0,0,0
LOC105378629,0,0,0,0,0,0,0,0,0,0
LOC124903933,4,0,0,0,0,0,1,0,0,0
FAM229A,5,0,0,0,0,0,0,0,0,0
TSSK3,2,0,0,0,0,0,0,0,0,0
BSDC1,167,6,9,14,7,10,210,6,4,0
ZBTB8B,2,0,1,0,0,0,0,0,0,0
ZBTB8A,60,2,3,2,1,1,26,0,2,0
LOC124903952,0,0,0,0,0,0,0,0,0,0
LOC102723870,3,0,0,0,0,0,0,0,0,0
ZBTB8OS,33,1,1,4,0,0,29,1,0,0
RBBP4,244,10,13,11,12,7,110,1,2,1
SYNC,120,9,9,5,3,2,53,0,1,0
NHSL3,127,8,8,23,10,14,170,1,5,0
YARS1,57,3,5,11,8,3,39,0,3,0
S100PBP,34,2,2,0,1,0,7,0,0,0
FNDC5,3,0,0,0,0,0,0,0,0,0
LOC105378631,0,0,0,0,0,0,0,0,0,0
HPCA,5,0,0,0,0,1,8,0,1,0
TMEM54,126,1,0,4,4,10,224,8,4,3
LOC105378632,0,0,0,0,0,0,0,0,0,0
RNF19B,59,0,4,4,2,1,209,2,5,2
LOC107984936,5,0,0,0,1,3,17,0,1,1
AK2,239,10,8,18,11,10,246,5,6,4
LOC124903969,0,0,0,0,0,0,0,0,0,0
LOC105378635,0,0,0,0,0,0,0,0,0,0
AZIN2,7,1,0,1,0,0,4,0,0,0
ZNF362,54,0,0,0,1,1,11,0,0,0
TRIM62,29,0,0,0,0,2,31,0,0,0
A3GALT2,0,0,0,0,0,0,0,0,0,0
PHC2,122,4,5,10,4,3,42,0,0,1
MIR3605,1,0,0,0,0,0,0,0,0,0
PHC2-AS1,1,0,0,0,0,0,0,0,0,0
ZSCAN20,20,0,0,0,0,0,10,0,0,0
CSMD2,13,0,0,1,0,0,0,0,0,0
LOC124903976,0,0,0,0,0,0,0,0,0,0
HMGB4,0,0,0,0,0,0,0,0,0,0
CSMD2-AS1,0,0,0,0,0,0,0,0,0,0
C1orf94,0,0,0,0,0,0,0,0,0,0
LOC105378639,0,0,0,0,0,0,0,0,0,0
LOC105378641,0,0,0,0,0,0,0,0,0,0
MIR552,0,0,0,0,0,0,0,0,0,0
LOC105378642,1,0,0,0,0,0,11,0,0,0
GJB5,84,2,4,17,2,10,323,5,7,5
GJB4,17,1,0,2,2,0,3,0,0,0
GJB3,68,3,2,13,2,4,194,4,5,1
GJA4,16,0,1,1,0,0,1,0,0,0
SMIM12,80,2,4,1,9,2,72,2,1,1
DLGAP3,0,0,0,0,0,0,1,0,0,0
GPR199P,1,0,0,0,0,1,0,0,0,0
TMEM35B,49,0,3,0,0,0,8,1,0,0
ZMYM6,91,4,5,9,3,0,111,3,1,1
LOC124903990,0,0,0,0,0,0,0,0,0,0
ZMYM1,114,6,5,6,4,4,81,0,2,0
LOC105378644,1,0,0,0,0,0,2,0,0,0
SFPQ,195,12,22,11,8,7,101,4,3,0
ZMYM4,173,3,11,12,5,3,75,1,0,1
LOC124900419,0,0,0,0,0,0,0,0,0,0
ZMYM4-AS1,6,0,2,0,0,0,8,0,0,0
KIAA0319L,96,3,2,5,6,1,49,1,0,1
NCDN,46,3,2,1,1,1,18,0,0,1
TFAP2E-AS1,0,0,0,0,0,0,0,0,0,0
TFAP2E,3,0,0,0,0,0,0,0,0,0
PSMB2,257,7,19,23,11,9,285,5,3,5
LOC105378646,0,0,0,0,0,0,0,0,0,0
C1orf216,20,0,0,1,0,1,0,0,0,0
CLSPN,13,1,6,0,2,0,2,0,0,0
CLSPN-AS1,0,0,0,0,0,0,0,0,0,0
CLSPN-DT,0,0,0,0,0,0,0,0,0,0
AGO4,43,1,4,0,1,0,15,0,0,1
AGO1,114,7,9,6,7,3,37,0,1,1
AGO3,156,4,8,8,1,1,57,2,0,0
LOC105378647,5,0,0,0,0,0,4,0,0,0
TEKT2,1,0,0,0,0,0,0,0,0,0
ADPRS,67,3,1,4,5,4,81,3,1,1
COL8A2,104,0,1,0,4,0,23,0,1,0
TRAPPC3,73,2,6,4,2,6,83,0,1,0
MAP7D1,36,2,1,4,3,2,12,0,1,1
THRAP3,117,4,2,5,7,3,42,0,0,0
SH3D21,68,1,1,3,1,2,20,0,0,1
EVA1B,49,1,1,2,1,2,11,0,0,1
STK40,40,4,9,5,0,2,142,1,5,0
LOC124904012,3,0,0,0,0,0,1,0,0,0
LSM10,44,4,3,7,1,0,36,0,0,0
LOC124904013,0,0,0,0,0,0,0,0,0,0
OSCP1,12,0,0,0,0,1,15,0,0,0
SNORA63C,26,10,3,10,10,0,96,7,4,4
LOC107984940,0,0,0,0,0,0,0,0,0,0
MRPS15,30,2,2,1,0,1,16,0,2,0
CSF3R,6,0,0,0,1,0,2,0,0,0
LOC107984941,0,0,0,0,0,0,0,0,0,0
LOC105378648,0,0,0,0,0,0,0,0,0,0
LOC124904023,0,0,0,0,0,0,0,0,0,0
GRIK3,2,0,0,0,0,0,0,0,0,0
LOC124904027,0,0,0,0,0,0,0,0,0,0
MIR4255,0,0,0,0,0,0,0,0,0,0
LOC107984942,0,0,0,0,0,0,0,0,0,0
LITATS1,8,1,0,1,0,1,8,0,0,0
ZC3H12A,102,3,3,6,0,10,177,2,1,0
MIR6732,0,0,0,0,0,0,1,0,0,0
MEAF6,106,5,3,12,2,2,115,1,2,2
MIR5581,0,0,0,0,0,0,0,0,0,0
LOC105378649,0,0,0,0,0,0,0,0,0,0
SNIP1,15,0,0,5,0,0,4,0,0,0
DNALI1,4,0,1,1,0,0,0,0,0,0
GNL2,111,5,9,7,4,2,58,2,2,2
RSPO1,0,0,0,0,0,0,2,0,0,0
AIRIM,29,2,2,4,3,1,14,0,0,0
CDCA8,40,1,3,6,4,1,30,0,0,0
EPHA10,2,0,0,0,0,0,3,0,0,0
LOC124904835,0,0,0,0,0,0,0,0,0,0
LOC105378650,0,0,0,0,0,0,0,0,0,0
MANEAL,26,0,0,1,0,3,10,2,0,0
YRDC,71,2,3,2,1,2,73,1,1,0
C1orf122,150,1,5,4,1,6,95,0,1,2
MTF1,88,3,4,8,5,6,152,7,5,1
INPP5B,21,0,2,0,3,0,9,2,0,1
LOC124904043,0,0,0,0,0,0,1,0,0,0
LOC105378651,0,0,0,0,0,0,0,0,0,0
SF3A3,48,1,7,5,4,0,26,1,1,1
FHL3,26,0,1,1,1,0,3,0,0,0
UTP11,51,1,2,7,2,0,36,1,1,1
POU3F1,22,0,0,0,0,1,18,0,0,0
MIR3659HG,0,0,0,0,0,0,2,0,0,0
MIR3659,0,0,0,0,0,0,0,0,0,0
LINC02786,0,0,0,0,0,0,0,0,0,0
LOC105378654,0,0,0,0,0,0,0,0,0,0
LINC01343,0,0,0,0,0,0,0,0,0,0
LOC105378657,0,0,0,0,0,0,0,0,0,0
LOC107984943,0,0,0,0,0,0,0,0,0,0
LINC01685,0,0,0,0,0,0,0,0,0,0
LOC105378658,0,0,0,0,0,0,0,0,0,0
LOC105378660,0,0,0,0,0,0,0,0,0,0
RRAGC,122,4,1,10,4,9,146,3,2,0
RRAGC-DT,0,0,0,0,0,0,1,0,0,0
GJA9-MYCBP,57,2,3,6,0,1,97,1,1,1
MYCBP,55,2,3,6,0,1,96,0,1,1
GJA9,4,0,0,0,0,0,2,1,0,0
RHBDL2,9,0,0,0,0,1,32,0,0,1
LOC105378662,1,0,0,0,0,0,4,0,0,0
AKIRIN1,80,5,2,4,0,0,30,1,1,2
NDUFS5,168,4,8,29,5,5,301,6,3,1
LOC124904088,0,0,0,0,1,0,1,0,0,0
MACF1,1019,25,30,46,51,8,101,1,3,0
LOC124904101,2,0,0,0,0,0,0,0,0,0
BMP8A,22,2,4,0,1,0,1,0,0,0
OXCT2P1,1,0,0,0,0,0,0,0,0,0
PPIEL,3,1,1,0,0,0,0,0,1,0
PABPC4,139,8,9,18,5,5,99,4,3,1
PABPC4-AS1,26,0,2,4,2,1,19,1,0,0
SNORA55,17,1,0,3,9,0,20,2,3,0
HEYL,33,1,0,2,0,0,4,0,0,0
NT5C1A,0,0,0,0,0,0,0,0,0,0
HPCAL4,2,0,0,0,0,0,0,0,0,0
PPIE,25,1,0,0,1,0,14,0,0,0
BMP8B,22,4,0,0,2,0,2,0,0,0
OXCT2,1,0,0,0,0,0,0,0,0,0
BMP8B-AS1,0,0,0,0,0,0,0,0,0,0
LOC101929536,0,0,0,0,0,0,0,0,0,0
LOC130932201,0,0,0,0,0,0,0,0,0,0
LINC02811,0,0,0,0,0,0,0,0,0,0
LOC105378667,0,0,0,0,0,0,0,0,0,0
TRIT1,30,1,2,3,2,0,17,1,0,0
MYCL-AS1,3,0,0,0,0,0,4,0,0,0
MYCL,13,1,0,1,1,2,45,3,3,1
MFSD2A,16,1,2,2,2,4,24,1,2,0
LOC105378669,2,0,0,0,1,0,0,0,0,0
CAP1,665,17,28,55,16,21,608,10,14,8
PPT1,765,28,68,74,38,17,418,7,8,2
LOC105378671,0,0,0,0,0,0,0,0,0,0
RLF,85,1,3,8,7,1,43,0,0,0
TMCO2,0,0,0,0,0,0,0,0,0,0
ZMPSTE24,303,2,12,19,5,17,256,3,5,2
COL9A2,15,0,0,1,2,0,0,0,0,0
SMAP2,79,7,9,4,7,3,105,0,2,1
ZFP69B-DT,1,0,0,0,0,0,0,0,0,0
ZFP69B,12,0,1,0,0,0,1,0,0,0
ZFP69,11,0,2,0,1,1,17,1,0,0
EXO5-DT,1,0,0,0,0,0,1,0,0,0
EXO5,22,0,0,0,0,0,4,0,0,0
LOC124904149,0,0,0,0,0,0,0,0,0,0
ZNF684,13,0,2,0,0,0,2,0,0,0
LOC105378673,0,0,0,0,0,0,0,0,0,0
RIMS3,50,0,1,1,0,0,13,2,1,0
LOC105378675,0,0,0,0,0,0,0,0,0,0
NFYC-AS1,11,0,0,0,0,0,13,0,0,0
NFYC,98,2,3,6,4,6,124,2,2,0
MIR30E,0,0,0,0,0,0,1,0,0,0
